object_key,image_key,source_split,annotation_id,image_id,file_name,image_width,image_height,category_id,category_name,bbox_x,bbox_y,bbox_width,bbox_height,bbox_area,altitude_m,gimbal_pitch_deg,drone,video,frame_no,image_path,split
train:40422,train:6918,train,40422,6918,6918.jpg,3840,2160,1,swimmer,1556.0,1629.0,58.0,43.0,2494.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40423,train:6918,train,40423,6918,6918.jpg,3840,2160,1,swimmer,1411.0,1307.0,42.0,31.0,1302.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40424,train:6918,train,40424,6918,6918.jpg,3840,2160,1,swimmer,2065.0,1414.0,33.0,35.0,1155.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40425,train:6918,train,40425,6918,6918.jpg,3840,2160,1,swimmer,1631.0,1010.0,38.0,22.0,836.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40426,train:6918,train,40426,6918,6918.jpg,3840,2160,1,swimmer,1297.0,1135.0,25.0,21.0,525.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40427,train:6918,train,40427,6918,6918.jpg,3840,2160,1,swimmer,1371.0,1200.0,16.0,14.0,224.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,540,data/raw/seadronessee/odv2/images/train/6918.jpg,test
train:40440,train:6920,train,40440,6920,6920.jpg,3840,2160,5,buoy,1412.0,645.0,48.0,65.0,3120.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40441,train:6920,train,40441,6920,6920.jpg,3840,2160,1,swimmer,1791.0,1381.0,33.0,23.0,759.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40442,train:6920,train,40442,6920,6920.jpg,3840,2160,2,boat,2838.0,1052.0,168.0,187.0,31416.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40443,train:6920,train,40443,6920,6920.jpg,3840,2160,1,swimmer,2393.0,1328.0,33.0,24.0,792.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40444,train:6920,train,40444,6920,6920.jpg,3840,2160,1,swimmer,1538.0,1630.0,58.0,40.0,2320.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40445,train:6920,train,40445,6920,6920.jpg,3840,2160,1,swimmer,1410.0,1305.0,47.0,35.0,1645.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40446,train:6920,train,40446,6920,6920.jpg,3840,2160,1,swimmer,2068.0,1430.0,45.0,29.0,1305.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40447,train:6920,train,40447,6920,6920.jpg,3840,2160,1,swimmer,1671.0,1015.0,32.0,23.0,736.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40448,train:6920,train,40448,6920,6920.jpg,3840,2160,1,swimmer,1337.0,1143.0,24.0,21.0,504.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40449,train:6920,train,40449,6920,6920.jpg,3840,2160,1,swimmer,1393.0,1205.0,23.0,22.0,506.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,570,data/raw/seadronessee/odv2/images/train/6920.jpg,test
train:40462,train:6922,train,40462,6922,6922.jpg,3840,2160,5,buoy,1482.0,630.0,48.0,65.0,3120.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40463,train:6922,train,40463,6922,6922.jpg,3840,2160,1,swimmer,1739.0,1376.0,35.0,18.0,630.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40464,train:6922,train,40464,6922,6922.jpg,3840,2160,2,boat,2829.0,1103.0,162.0,180.0,29160.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40465,train:6922,train,40465,6922,6922.jpg,3840,2160,1,swimmer,2356.0,1354.0,29.0,23.0,667.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40466,train:6922,train,40466,6922,6922.jpg,3840,2160,1,swimmer,1440.0,1611.0,51.0,37.0,1887.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40467,train:6922,train,40467,6922,6922.jpg,3840,2160,1,swimmer,1356.0,1298.0,70.0,36.0,2520.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40468,train:6922,train,40468,6922,6922.jpg,3840,2160,1,swimmer,1963.0,1445.0,97.0,33.0,3201.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40469,train:6922,train,40469,6922,6922.jpg,3840,2160,1,swimmer,1664.0,1012.0,41.0,22.0,902.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40470,train:6922,train,40470,6922,6922.jpg,3840,2160,1,swimmer,1345.0,1125.0,26.0,19.0,494.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40471,train:6922,train,40471,6922,6922.jpg,3840,2160,1,swimmer,1383.0,1191.0,25.0,22.0,550.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,600,data/raw/seadronessee/odv2/images/train/6922.jpg,test
train:40484,train:6924,train,40484,6924,6924.jpg,3840,2160,5,buoy,1616.0,615.0,47.0,63.0,2961.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40485,train:6924,train,40485,6924,6924.jpg,3840,2160,1,swimmer,1711.0,1342.0,33.0,19.0,627.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40486,train:6924,train,40486,6924,6924.jpg,3840,2160,2,boat,2846.0,1159.0,147.0,185.0,27195.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40487,train:6924,train,40487,6924,6924.jpg,3840,2160,1,swimmer,2336.0,1357.0,27.0,21.0,567.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40488,train:6924,train,40488,6924,6924.jpg,3840,2160,1,swimmer,1375.0,1568.0,57.0,39.0,2223.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40489,train:6924,train,40489,6924,6924.jpg,3840,2160,1,swimmer,1374.0,1244.0,69.0,37.0,2553.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40490,train:6924,train,40490,6924,6924.jpg,3840,2160,1,swimmer,1946.0,1428.0,63.0,25.0,1575.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40491,train:6924,train,40491,6924,6924.jpg,3840,2160,1,swimmer,1706.0,998.0,42.0,21.0,882.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40492,train:6924,train,40492,6924,6924.jpg,3840,2160,1,swimmer,1394.0,1076.0,26.0,18.0,468.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40493,train:6924,train,40493,6924,6924.jpg,3840,2160,1,swimmer,1420.0,1140.0,25.0,24.0,600.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,630,data/raw/seadronessee/odv2/images/train/6924.jpg,test
train:40505,train:6926,train,40505,6926,6926.jpg,3840,2160,5,buoy,1877.0,582.0,45.0,64.0,2880.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40506,train:6926,train,40506,6926,6926.jpg,3840,2160,1,swimmer,1801.0,1287.0,28.0,18.0,504.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40507,train:6926,train,40507,6926,6926.jpg,3840,2160,2,boat,2959.0,1215.0,143.0,198.0,28314.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40508,train:6926,train,40508,6926,6926.jpg,3840,2160,1,swimmer,2392.0,1350.0,32.0,21.0,672.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40509,train:6926,train,40509,6926,6926.jpg,3840,2160,1,swimmer,1412.0,1472.0,64.0,39.0,2496.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40510,train:6926,train,40510,6926,6926.jpg,3840,2160,1,swimmer,1497.0,1161.0,68.0,36.0,2448.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40511,train:6926,train,40511,6926,6926.jpg,3840,2160,1,swimmer,2017.0,1399.0,45.0,27.0,1215.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40512,train:6926,train,40512,6926,6926.jpg,3840,2160,1,swimmer,1883.0,962.0,43.0,25.0,1075.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40513,train:6926,train,40513,6926,6926.jpg,3840,2160,1,swimmer,1556.0,1013.0,34.0,19.0,646.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40514,train:6926,train,40514,6926,6926.jpg,3840,2160,1,swimmer,1555.0,1074.0,40.0,21.0,840.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40515,train:6926,train,40515,6926,6926.jpg,3840,2160,2,boat,75.0,190.0,328.0,108.0,35424.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,660,data/raw/seadronessee/odv2/images/train/6926.jpg,test
train:40527,train:6928,train,40527,6928,6928.jpg,3840,2160,5,buoy,1853.0,560.0,47.0,63.0,2961.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40528,train:6928,train,40528,6928,6928.jpg,3840,2160,1,swimmer,1646.0,1251.0,33.0,16.0,528.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40529,train:6928,train,40529,6928,6928.jpg,3840,2160,2,boat,2762.0,1212.0,154.0,189.0,29106.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40530,train:6928,train,40530,6928,6928.jpg,3840,2160,1,swimmer,2202.0,1323.0,28.0,27.0,756.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40531,train:6928,train,40531,6928,6928.jpg,3840,2160,1,swimmer,1243.0,1407.0,52.0,36.0,1872.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40532,train:6928,train,40532,6928,6928.jpg,3840,2160,1,swimmer,1372.0,1118.0,56.0,31.0,1736.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40533,train:6928,train,40533,6928,6928.jpg,3840,2160,1,swimmer,1847.0,1355.0,27.0,25.0,675.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40534,train:6928,train,40534,6928,6928.jpg,3840,2160,1,swimmer,1803.0,928.0,30.0,20.0,600.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40535,train:6928,train,40535,6928,6928.jpg,3840,2160,1,swimmer,1480.0,979.0,25.0,15.0,375.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40536,train:6928,train,40536,6928,6928.jpg,3840,2160,1,swimmer,1462.0,1038.0,32.0,19.0,608.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40537,train:6928,train,40537,6928,6928.jpg,3840,2160,2,boat,252.0,158.0,300.0,94.0,28200.0,34.99829320329168,30.6,mavic,NorthSea_Fri_DJI_0115.MP4,690,data/raw/seadronessee/odv2/images/train/6928.jpg,test
train:40572,train:6932,train,40572,6932,6932.jpg,3840,2160,5,buoy,1608.0,800.0,47.0,62.0,2914.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40573,train:6932,train,40573,6932,6932.jpg,3840,2160,2,boat,2152.0,1462.0,208.0,175.0,36400.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40574,train:6932,train,40574,6932,6932.jpg,3840,2160,1,swimmer,726.0,1580.0,51.0,40.0,2040.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40575,train:6932,train,40575,6932,6932.jpg,3840,2160,1,swimmer,1388.0,1148.0,53.0,21.0,1113.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40576,train:6932,train,40576,6932,6932.jpg,3840,2160,1,swimmer,1140.0,1169.0,20.0,21.0,420.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40577,train:6932,train,40577,6932,6932.jpg,3840,2160,1,swimmer,1100.0,1225.0,24.0,16.0,384.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40578,train:6932,train,40578,6932,6932.jpg,3840,2160,1,swimmer,993.0,1311.0,30.0,28.0,840.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40579,train:6932,train,40579,6932,6932.jpg,3840,2160,1,swimmer,1187.0,1426.0,21.0,26.0,546.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40580,train:6932,train,40580,6932,6932.jpg,3840,2160,1,swimmer,1292.0,1542.0,52.0,43.0,2236.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40581,train:6932,train,40581,6932,6932.jpg,3840,2160,1,swimmer,1665.0,1535.0,34.0,26.0,884.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40582,train:6932,train,40582,6932,6932.jpg,3840,2160,2,boat,337.0,396.0,275.0,87.0,23925.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40583,train:6932,train,40583,6932,6932.jpg,3840,2160,5,buoy,3403.0,114.0,18.0,25.0,450.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40584,train:6932,train,40584,6932,6932.jpg,3840,2160,2,boat,1474.0,36.0,72.0,36.0,2592.0,34.99829320329168,27.3,mavic,NorthSea_Fri_DJI_0115.MP4,750,data/raw/seadronessee/odv2/images/train/6932.jpg,test
train:40907,train:6957,train,40907,6957,6957.jpg,3840,2160,5,buoy,2740.0,751.0,44.0,61.0,2684.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40908,train:6957,train,40908,6957,6957.jpg,3840,2160,2,boat,2565.0,1553.0,282.0,164.0,46248.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40909,train:6957,train,40909,6957,6957.jpg,3840,2160,2,boat,2008.0,247.0,215.0,68.0,14620.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40910,train:6957,train,40910,6957,6957.jpg,3840,2160,1,swimmer,1383.0,1247.0,58.0,25.0,1450.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40911,train:6957,train,40911,6957,6957.jpg,3840,2160,1,swimmer,2218.0,1017.0,21.0,20.0,420.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40912,train:6957,train,40912,6957,6957.jpg,3840,2160,1,swimmer,1954.0,1019.0,23.0,22.0,506.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40913,train:6957,train,40913,6957,6957.jpg,3840,2160,1,swimmer,2069.0,1006.0,22.0,18.0,396.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40914,train:6957,train,40914,6957,6957.jpg,3840,2160,1,swimmer,1856.0,1054.0,48.0,21.0,1008.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40915,train:6957,train,40915,6957,6957.jpg,3840,2160,1,swimmer,1893.0,1281.0,30.0,24.0,720.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40916,train:6957,train,40916,6957,6957.jpg,3840,2160,1,swimmer,1934.0,1337.0,25.0,31.0,775.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40917,train:6957,train,40917,6957,6957.jpg,3840,2160,1,swimmer,2281.0,1400.0,27.0,27.0,729.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:40918,train:6957,train,40918,6957,6957.jpg,3840,2160,3,jetski,1729.0,269.0,74.0,24.0,1776.0,34.99829320329168,25.7,mavic,NorthSea_Fri_DJI_0115.MP4,1125,data/raw/seadronessee/odv2/images/train/6957.jpg,test
train:51353,train:7982,train,51353,7982,7982.jpg,3840,2160,5,buoy,794.0,320.0,71.0,96.0,6816.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51354,train:7982,train,51354,7982,7982.jpg,3840,2160,1,swimmer,1441.0,700.0,34.0,28.0,952.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51355,train:7982,train,51355,7982,7982.jpg,3840,2160,1,swimmer,1292.0,699.0,39.0,31.0,1209.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51356,train:7982,train,51356,7982,7982.jpg,3840,2160,1,swimmer,1296.0,772.0,69.0,47.0,3243.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51357,train:7982,train,51357,7982,7982.jpg,3840,2160,1,swimmer,2313.0,993.0,33.0,28.0,924.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51358,train:7982,train,51358,7982,7982.jpg,3840,2160,1,swimmer,2634.0,1067.0,45.0,41.0,1845.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51359,train:7982,train,51359,7982,7982.jpg,3840,2160,1,swimmer,2306.0,1137.0,31.0,32.0,992.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51360,train:7982,train,51360,7982,7982.jpg,3840,2160,1,swimmer,2261.0,1213.0,85.0,43.0,3655.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51361,train:7982,train,51361,7982,7982.jpg,3840,2160,1,swimmer,937.0,1024.0,69.0,65.0,4485.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51362,train:7982,train,51362,7982,7982.jpg,3840,2160,1,swimmer,801.0,1067.0,41.0,41.0,1681.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,0,data/raw/seadronessee/odv2/images/train/7982.jpg,train
train:51373,train:7984,train,51373,7984,7984.jpg,3840,2160,5,buoy,822.0,322.0,69.0,94.0,6486.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51374,train:7984,train,51374,7984,7984.jpg,3840,2160,1,swimmer,1444.0,713.0,31.0,26.0,806.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51375,train:7984,train,51375,7984,7984.jpg,3840,2160,1,swimmer,1289.0,705.0,42.0,30.0,1260.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51376,train:7984,train,51376,7984,7984.jpg,3840,2160,1,swimmer,1311.0,787.0,65.0,47.0,3055.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51377,train:7984,train,51377,7984,7984.jpg,3840,2160,1,swimmer,2318.0,1009.0,32.0,28.0,896.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51378,train:7984,train,51378,7984,7984.jpg,3840,2160,1,swimmer,2632.0,1078.0,40.0,45.0,1800.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51379,train:7984,train,51379,7984,7984.jpg,3840,2160,1,swimmer,2304.0,1155.0,33.0,31.0,1023.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51380,train:7984,train,51380,7984,7984.jpg,3840,2160,1,swimmer,2274.0,1227.0,65.0,38.0,2470.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51381,train:7984,train,51381,7984,7984.jpg,3840,2160,1,swimmer,939.0,1019.0,48.0,55.0,2640.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51382,train:7984,train,51382,7984,7984.jpg,3840,2160,1,swimmer,795.0,1064.0,43.0,38.0,1634.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,30,data/raw/seadronessee/odv2/images/train/7984.jpg,train
train:51393,train:7986,train,51393,7986,7986.jpg,3840,2160,5,buoy,945.0,302.0,68.0,92.0,6256.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
train:51394,train:7986,train,51394,7986,7986.jpg,3840,2160,1,swimmer,1521.0,704.0,32.0,24.0,768.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
train:51395,train:7986,train,51395,7986,7986.jpg,3840,2160,1,swimmer,1353.0,690.0,44.0,28.0,1232.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
train:51396,train:7986,train,51396,7986,7986.jpg,3840,2160,1,swimmer,1377.0,768.0,67.0,48.0,3216.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
train:51397,train:7986,train,51397,7986,7986.jpg,3840,2160,1,swimmer,2397.0,1027.0,33.0,25.0,825.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
train:51398,train:7986,train,51398,7986,7986.jpg,3840,2160,1,swimmer,2710.0,1115.0,43.0,44.0,1892.0,34.29832733922585,42.2,mavic,NorthSea_Fri_DJI_0117.MP4,60,data/raw/seadronessee/odv2/images/train/7986.jpg,train
